ex_id,name,category,difficulty_level,duration_sec,contraindications,gifUrl,bodyPart,secondaryMuscles,instructions
74,decline crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/rgQoUfinWEJP7h,waist,,"Lie on a decline bench with your feet secured and your knees bent at a 90-degree angle. Place your hands behind your head or across your chest. Engage your abs and lift your upper body towards your knees, curling your torso. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
75,decline push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/j78gc2IL0yyz6M,chest,,"Place your hands on the ground slightly wider than shoulder-width apart, with your feet elevated on a stable surface. Keep your body in a straight line from head to toe, engaging your core muscles. Lower your chest towards the ground by bending your elbows, keeping them close to your body. Push through your palms to extend your arms and return to the starting position. Repeat for the desired number of repetitions."
76,decline sit-up,근력,1,20,abs,https://v2.exercisedb.io/image/3b2BO3ZGUeFfxR,waist,,"Lie on a decline bench with your feet secured and your knees bent. Place your hands behind your head or across your chest. Engage your abs and lift your upper body off the bench, curling forward towards your knees. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
77,diamond push-up,근력,2,20,triceps,https://v2.exercisedb.io/image/AOSTCBxYaWvT7e,upper arms,,"Start in a high plank position with your hands close together, forming a diamond shape with your thumbs and index fingers. Keep your body in a straight line from head to toe, engaging your core and glutes. Lower your chest towards the diamond shape formed by your hands, keeping your elbows close to your body. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
78,donkey calf raise,근력,2,20,calves,https://v2.exercisedb.io/image/HFehgkir2Mgdls,lower legs,,"Stand with your toes on an elevated surface, such as a step or block. Place your hands on a stable support, such as a wall or railing, for balance. Raise your heels as high as possible, lifting your body weight onto the balls of your feet. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions."
79,drop push up,근력,2,20,pectorals,https://v2.exercisedb.io/image/cjdp4nY3uVyZKb,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart. Lower your chest towards the ground, keeping your elbows close to your body. Once your chest is just above the ground, quickly drop your knees to the ground. Push yourself back up to the starting position by extending your arms. Repeat for the desired number of repetitions."
80,dynamic chest stretch (male),스트레칭,1,20,pectorals,https://v2.exercisedb.io/image/J3JL-jzjKUWoGX,chest,,"Stand tall with your feet shoulder-width apart. Extend your arms straight out to the sides, parallel to the ground. Slowly bring your arms forward, crossing them in front of your body. Feel the stretch in your chest muscles. Hold the stretch for 10-30 seconds. Return to the starting position and repeat for the desired number of repetitions."
81,elbow dips,근력,2,20,triceps,https://v2.exercisedb.io/image/rrh5UDfB0jW2Pd,upper arms,,"Sit on the edge of a bench or chair with your hands gripping the edge next to your hips. Slide your hips forward off the bench and straighten your legs, keeping your heels on the ground. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Pause for a moment at the bottom, then push through your hands to straighten your arms and lift your body back up to the starting position. Repeat for the desired number of repetitions."
82,elbow lift - reverse push-up,근력,1,20,upper back,https://v2.exercisedb.io/image/aTCEF5w49mMwTj,back,,"Start by lying face down on the ground with your legs extended and your hands placed directly under your shoulders. Engage your core and press through your palms to lift your upper body off the ground, keeping your elbows close to your sides. Pause at the top for a moment, squeezing your upper back muscles. Slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
83,elbow-to-knee,근력,1,20,abs,https://v2.exercisedb.io/image/trYx97vi-vQtsw,waist,,"Start by lying flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee. At the same time, bring your left knee towards your right elbow, creating a twisting motion. Pause for a moment at the top, then slowly lower your upper body and extend your legs back to the starting position. Repeat the movement, this time bringing your left elbow towards your right knee and your right knee towards your left elbow. Continue alternating sides for the desired number of repetitions."
84,elevator,근력,2,20,upper back,https://v2.exercisedb.io/image/1shMQIoJQ56dN7,back,,"Stand with your feet shoulder-width apart and your knees slightly bent. Place your hands on your hips or cross them in front of your chest. Keeping your back straight, slowly bend forward at the waist, lowering your upper body towards the ground. Pause for a moment at the bottom, then slowly raise your upper body back up to the starting position. Repeat for the desired number of repetitions."
85,flag,근력,1,20,abs,https://v2.exercisedb.io/image/cUiPL2BxyVYLwC,waist,,"Start by gripping a vertical pole with both hands, palms facing each other, and arms fully extended. Engage your core and lift your legs off the ground, keeping them straight. Using your core and upper body strength, raise your legs until they are parallel to the ground. Hold this position for as long as you can, maintaining a straight body line. Slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
86,flexion leg sit up (bent knee),근력,1,20,abs,https://v2.exercisedb.io/image/54LJZ5RIOUahTA,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. At the same time, lift your legs off the ground, bending your knees and bringing them towards your chest. Pause for a moment at the top, then slowly lower your upper body and legs back down to the starting position. Repeat for the desired number of repetitions."
87,flexion leg sit up (straight arm),근력,1,20,abs,https://v2.exercisedb.io/image/yAu6oWkwuGnfxN,waist,,"Lie flat on your back with your legs extended and arms straight above your head. Engaging your abs, lift your upper body off the ground while simultaneously lifting your legs towards your chest. Reach your hands towards your toes as you lift your upper body and legs. Pause for a moment at the top, then slowly lower your upper body and legs back down to the starting position. Repeat for the desired number of repetitions."
88,flutter kicks,근력,1,20,glutes,https://v2.exercisedb.io/image/T3yj-p128jSEN9,upper legs,,"Lie flat on your back with your legs extended and your hands by your sides. Engage your core and lift your legs off the ground about 6 inches. Keeping your legs straight, alternate lifting one leg slightly higher than the other. Continue this fluttering motion for the desired number of repetitions."
89,forward jump,유산소,3,20,quads,https://v2.exercisedb.io/image/rDgQiuhJS1rLrp,upper legs,,"Stand with your feet shoulder-width apart. Bend your knees and lower your body into a squat position. Swing your arms back for momentum. Jump forward explosively, extending your hips, knees, and ankles. Land softly on the balls of your feet and immediately go into the next jump. Repeat for the desired number of repetitions."
90,forward lunge (male),근력,2,20,glutes,https://v2.exercisedb.io/image/a4D0uq0YqUtCmy,upper legs,,"Stand with your feet hip-width apart and hands on your hips. Take a big step forward with your right foot, lowering your body into a lunge position. Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle. Push off with your right foot and return to the starting position. Repeat with your left leg, alternating sides for the desired number of repetitions."
91,frog crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/4fVPFi52pmtrxN,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
92,frog planche,근력,1,20,abs,https://v2.exercisedb.io/image/b2Q6yT3rJXEnrU,waist,,"Start in a push-up position with your hands shoulder-width apart and your feet together. Bend your elbows and lower your body towards the ground, keeping your back straight. As you lower your body, lift your feet off the ground and bring your knees towards your chest. Hold this position for a few seconds, then extend your legs back out and push yourself back up to the starting position. Repeat for the desired number of repetitions."
93,front lever,근력,3,20,abs,https://v2.exercisedb.io/image/Mg8FBCo5iFSskP,waist,,"Start by hanging from a pull-up bar with an overhand grip, hands shoulder-width apart. Engage your core and pull your shoulder blades down and back. Bend your knees and tuck them towards your chest. Simultaneously, lift your legs up and extend them straight out in front of you, keeping your body parallel to the ground. Hold this position for as long as you can, aiming for a full front lever position. To release, slowly lower your legs back down and return to the starting position. Repeat for the desired number of repetitions."
94,front lever reps,근력,3,20,upper back,https://v2.exercisedb.io/image/mzVir4EIsDZIzH,back,,"Hang from a pull-up bar with an overhand grip, palms facing away from you. Engage your core and pull your shoulder blades down and back. Keeping your body straight, lift your legs up until they are parallel to the ground. Hold this position for as long as you can, aiming for 10-20 seconds. Slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
95,front plank with twist,근력,1,20,abs,https://v2.exercisedb.io/image/f0eTeusu6hCt6a,waist,,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line from head to toe. Engage your core and glutes to maintain a stable position. Rotate your torso to the right, lifting your right arm and extending it towards the ceiling. Keep your hips and legs stable as you twist. Hold for a moment, then return to the starting position. Repeat the twist on the left side. Continue alternating sides for the desired number of repetitions."
96,full maltese,근력,1,20,abs,https://v2.exercisedb.io/image/Xid2xwdobQA3Yz,waist,,"Start by standing with your feet shoulder-width apart and your arms extended straight out to the sides. Slowly lean forward, keeping your arms straight, until your upper body is parallel to the ground. Engage your core and hold this position for a few seconds. Return to the starting position by pushing through your feet and standing back up. Repeat for the desired number of repetitions."
97,full planche,근력,1,20,abs,https://v2.exercisedb.io/image/DwBT9k1cHRc3Rf,waist,,"Start in a push-up position with your hands shoulder-width apart and your fingers pointing forward. Engage your core and slowly shift your weight forward, lifting your feet off the ground. Continue shifting your weight forward until your body is parallel to the ground, balancing on your hands. Hold this position for as long as you can, maintaining a straight body line. Slowly lower your feet back to the ground and return to the starting position. Repeat for the desired number of repetitions."
98,full planche push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/Ywdt6K4cj-sdl1,chest,,"Start in a push-up position with your hands placed slightly wider than shoulder-width apart. Engage your core and lower your body down towards the ground, keeping your elbows close to your sides. As you lower yourself, lean your body forward and lift your feet off the ground, balancing on your hands. Continue to lower your body until your chest is just above the ground. Push through your hands and extend your arms to lift your body back up to the starting position. Maintain a straight line from your head to your heels throughout the movement. Repeat for the desired number of repetitions."
99,gironda sternum chin,근력,2,20,lats,https://v2.exercisedb.io/image/G8YGmQMxsLy3Bl,back,,"Stand facing a high bar with your feet shoulder-width apart. Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your body straight. Engage your lats and biceps to pull your chest up towards the bar, leading with your sternum. Pause for a moment at the top, then slowly lower yourself back down to the starting position. Repeat for the desired number of repetitions."
100,glute bridge march,근력,1,20,glutes,https://v2.exercisedb.io/image/dh30EjFz1vyspt,upper legs,,"Lie flat on your back with your knees bent and feet flat on the ground. Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. While keeping your hips lifted, lift one foot off the ground and bring your knee towards your chest. Lower your foot back to the ground and repeat the movement with the other leg. Continue alternating legs in a marching motion while maintaining the bridge position. Repeat for the desired number of repetitions."
101,glute bridge two legs on bench (male),근력,2,20,glutes,https://v2.exercisedb.io/image/bNz11fIvTt3yfJ,upper legs,,"Sit on the edge of a bench with your back against it and your feet flat on the ground. Place your hands on the bench beside your hips for support. Engage your glutes and hamstrings, then lift your hips off the bench until your body forms a straight line from your knees to your shoulders. Pause for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
102,glute-ham raise,근력,2,20,hamstrings,https://v2.exercisedb.io/image/TL4qzpI8RLGHbN,upper legs,,"Adjust the glute-ham raise machine to fit your body. Position yourself face down on the machine with your ankles secured. Place your hands on your chest or cross them over your chest. Engage your hamstrings and glutes to lift your upper body up towards the ceiling. Continue lifting until your body is in a straight line from your head to your heels. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
103,gorilla chin,근력,3,20,abs,https://v2.exercisedb.io/image/pEqO2NO8UGcun2,waist,,"Stand with your feet shoulder-width apart and your knees slightly bent. Grasp a pull-up bar with an overhand grip, slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your palms facing away from you. Engage your core and pull your body up towards the bar, bringing your chin above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
104,groin crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/NAlpKGrYl0eQP0,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, lift your legs off the ground, bringing your knees towards your chest. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
105,half knee bends (male),근력,2,20,cardiovascular system,https://v2.exercisedb.io/image/QWqYPxLoKB76UD,cardio,,"Stand with your feet shoulder-width apart. Bend your knees and lower your body down as if you were sitting back into a chair. Keep your chest up and your weight in your heels. Pause for a moment at the bottom, then push through your heels to return to the starting position. Repeat for the desired number of repetitions."
106,half sit-up (male),근력,1,20,abs,https://v2.exercisedb.io/image/RwKXmsNa4Ql968,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat for the desired number of repetitions."
107,hamstring stretch,스트레칭,1,20,hamstrings,https://v2.exercisedb.io/image/gs1Q-y3rw87506,upper legs,,"Stand with your feet shoulder-width apart. Step forward with your right foot and shift your weight onto your right leg. Keeping your back straight, slowly bend forward at the hips, reaching towards your right foot with both hands. Hold the stretch for 20-30 seconds, then return to the starting position. Repeat on the other side."
108,hands clasped circular toe touch (male),근력,2,20,glutes,https://v2.exercisedb.io/image/5rzRF66PGBAlin,upper legs,,"Stand with your feet shoulder-width apart and your hands clasped together in front of your chest. Bend your knees slightly and hinge forward at the hips, keeping your back straight. Lower your hands towards your toes in a circular motion, reaching as far as you can without straining. Pause for a moment at the bottom, then slowly return to the starting position. Repeat for the desired number of repetitions."
109,hands reversed clasped circular toe touch (male),근력,2,20,glutes,https://v2.exercisedb.io/image/JMpVL1RjWaql3B,upper legs,,"Stand with your feet shoulder-width apart and your arms extended to the sides. Bend forward at the waist, keeping your back straight and your knees slightly bent. Reach down with your hands and clasp them together behind your legs. Slowly raise your hands up and over your head in a circular motion, keeping your legs straight. Continue the circular motion until your hands touch your toes. Reverse the motion and bring your hands back down to the starting position. Repeat for the desired number of repetitions."
110,handstand,근력,3,20,triceps,https://v2.exercisedb.io/image/MsdUedTwtiC1nc,upper arms,,"Find an open space with enough room to perform a handstand. Place your hands on the ground shoulder-width apart, fingers pointing forward. Kick your legs up towards the wall, using your core and shoulders to maintain balance. Once in a handstand position, engage your triceps to support your body weight. Hold the handstand for as long as you can maintain balance. To come down, slowly lower your legs back to the ground. Repeat for the desired number of repetitions."
111,handstand push-up,근력,3,20,triceps,https://v2.exercisedb.io/image/okjSO7HQPTm5Ut,upper arms,,"Find a wall and face away from it, standing a few feet away. Place your hands on the ground shoulder-width apart and kick your feet up against the wall, coming into a handstand position. Bend your elbows and lower your head towards the ground, keeping your body in a straight line. Push through your hands and extend your arms to return to the starting position. Repeat for the desired number of repetitions."
112,hanging leg hip raise,근력,3,20,abs,https://v2.exercisedb.io/image/CMfS5aKL5GuNjf,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your legs up by flexing your hips and knees until your thighs are parallel to the ground. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
113,hanging leg raise,근력,3,20,abs,https://v2.exercisedb.io/image/9UCEuMLt4mIHAl,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your legs up in front of you, keeping them straight. Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
114,hanging oblique knee raise,근력,3,20,abs,https://v2.exercisedb.io/image/yRXUtq1np7q9P9,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your knees towards your chest, twisting your torso to the side as you do so. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat on the other side, twisting your torso in the opposite direction. Continue alternating sides for the desired number of repetitions."
115,hanging pike,근력,3,20,abs,https://v2.exercisedb.io/image/QhD8rXd9-zh7Td,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your legs up towards the bar, keeping them straight. Continue lifting until your body forms a 'V' shape, with your legs parallel to the ground. Hold the position for a moment, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
116,hanging straight leg hip raise,근력,3,20,abs,https://v2.exercisedb.io/image/2ZpUuTv5QRkDQA,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your legs up in front of you until they are parallel to the ground. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
117,hanging straight leg raise,근력,3,20,abs,https://v2.exercisedb.io/image/ys8Pq-2ViSkvQK,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your legs up in front of you, keeping them straight. Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
118,hanging straight twisting leg hip raise,근력,3,20,abs,https://v2.exercisedb.io/image/5DXwKlCs4GURIv,waist,,"Hang from a pull-up bar with your arms fully extended and your legs straight. Engage your core and lift your legs up towards your chest, keeping them straight. Once your legs are parallel to the ground, twist your hips to one side, bringing your legs towards that side. Pause for a moment, then return to the starting position. Repeat the movement, but this time twist your hips to the opposite side. Continue alternating sides for the desired number of repetitions."
119,high knee against wall,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/MBP3-TUqdfOYFc,cardio,,"Stand facing a wall with your feet hip-width apart. Place your hands on the wall for support. Engage your core and lift your right knee up towards your chest, while keeping your left foot on the ground. Quickly switch legs, bringing your left knee up towards your chest and lowering your right foot back down. Continue alternating legs in a running motion, bringing your knees up as high as possible. Maintain a fast pace and keep your upper body stable throughout the exercise. Repeat for the desired duration or number of repetitions."
120,hip raise (bent knee),근력,1,20,abs,https://v2.exercisedb.io/image/racQi5LiOrEVjg,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands by your sides, palms facing down. Engage your core and glutes, then lift your hips off the ground until your body forms a straight line from your knees to your shoulders. Pause for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions."
121,hug keens to chest,근력,1,20,glutes,https://v2.exercisedb.io/image/fQ4XL1vTCb6smq,upper legs,,"Start by standing with your feet shoulder-width apart. Bend your knees and lower your body down into a squat position. As you squat down, bring your knees up towards your chest and hug them with your arms. Hold this position for a moment, then slowly return to the starting position. Repeat for the desired number of repetitions."
122,hyperextension,근력,2,20,spine,https://v2.exercisedb.io/image/jwCkOTh5Sfq9eC,back,,"Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured. Cross your arms over your chest or place your hands behind your head. Lower your upper body towards the ground while keeping your back straight. Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. Repeat for the desired number of repetitions."
123,hyperextension (on bench),근력,2,20,spine,https://v2.exercisedb.io/image/owrzqhWQBstLL9,back,,"Adjust the hyperextension bench so that your hips are resting comfortably on the pad and your feet are secured. Cross your arms over your chest or place your hands behind your head. Slowly lower your upper body towards the ground while keeping your back straight. Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. Repeat for the desired number of repetitions."
124,impossible dips,근력,2,20,triceps,https://v2.exercisedb.io/image/WySbxO2ZX882dI,upper arms,,"Position yourself between two parallel bars with your arms fully extended and your body suspended in the air. Bend your knees and cross your ankles. Lower your body by bending your elbows until your upper arms are parallel to the ground. Pause for a moment, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
125,inchworm,근력,2,20,abs,https://v2.exercisedb.io/image/NjXprggkDPhV-5,waist,,"Start in a standing position with your feet hip-width apart. Bend forward at the waist and place your hands on the ground in front of you. Walk your hands forward until you are in a high plank position, with your body in a straight line from head to toe. Pause for a moment, then walk your hands back towards your feet, keeping your legs as straight as possible. Once your hands reach your feet, stand back up to the starting position. Repeat for the desired number of repetitions."
126,inchworm v. 2,근력,2,20,abs,https://v2.exercisedb.io/image/3qNC2WY3nVM4Hj,waist,,"Start in a standing position with your feet hip-width apart. Bend forward at the waist and place your hands on the ground in front of you. Walk your hands forward until you are in a high plank position, with your body in a straight line from head to toe. Keeping your legs straight, walk your feet towards your hands, bringing your hips up towards the ceiling. Continue walking your hands forward, repeating the movement for the desired number of repetitions."
127,incline close-grip push-up,근력,2,20,triceps,https://v2.exercisedb.io/image/r7u-nK2jGBLgQv,upper arms,,"Place your hands on an elevated surface, such as a bench or step, slightly wider than shoulder-width apart. Extend your legs behind you, resting on the balls of your feet, with your body forming a straight line from head to heels. Lower your chest towards the elevated surface by bending your elbows, keeping them close to your sides. Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
128,incline leg hip raise (leg straight),근력,1,20,abs,https://v2.exercisedb.io/image/YGIUKXfYjJsG73,waist,,"Lie on an incline bench with your back flat against the bench and your legs extended straight out in front of you. Place your hands on the sides of the bench for support. Engaging your abs, lift your legs off the bench, raising them as high as you can while keeping them straight. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
129,incline push up depth jump,유산소,3,20,pectorals,https://v2.exercisedb.io/image/ce8kKkqRyt4yyy,chest,,"Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge. Step your feet back, keeping your body in a straight line from head to heels. Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned. Push through your palms to extend your arms and return to the starting position. Jump off the edge of the surface, landing softly with your knees slightly bent. Repeat the push-up and depth jump for the desired number of repetitions."
130,incline push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/4Ks5Z1cLMoRE35,chest,,"Place your hands on an elevated surface, such as a bench or step, slightly wider than shoulder-width apart. Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels. Lower your chest towards the elevated surface by bending your elbows, keeping your body in a straight line. Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
131,incline push-up (on box),근력,2,20,pectorals,https://v2.exercisedb.io/image/F7bGIkcXiDzPoI,chest,,"Place your hands on the edge of a box or elevated surface, slightly wider than shoulder-width apart. Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels. Lower your chest towards the box by bending your elbows, keeping your body in a straight line. Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
132,incline reverse grip push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/YWP8EYkTfdUfBP,chest,,"Place your hands on the edge of a bench or elevated surface, slightly wider than shoulder-width apart. Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels. Lower your chest towards the bench by bending your elbows, keeping them close to your sides. Pause for a moment at the bottom, then push yourself back up to the starting position by extending your arms. Repeat for the desired number of repetitions."
133,incline scapula push up,근력,2,20,serratus anterior,https://v2.exercisedb.io/image/j9hx75fOB-bTKe,chest,,"Set up an incline bench at a 45-degree angle. Place your hands on the bench slightly wider than shoulder-width apart. Position your feet on the ground, hip-width apart. Lower your chest towards the bench, keeping your elbows tucked in. As you lower, retract your shoulder blades, squeezing your scapulae together. Push through your palms to extend your arms and return to the starting position. Repeat for the desired number of repetitions."
134,incline twisting sit-up,근력,1,20,abs,https://v2.exercisedb.io/image/TEOXRFHQpCNZOP,waist,,"Set up an incline bench at a 45-degree angle. Lie down on the bench with your feet secured under the foot pads. Place your hands behind your head or across your chest. Engage your abs and lift your upper body off the bench, curling forward. As you curl up, twist your torso to one side, bringing your elbow towards the opposite knee. Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Repeat the movement, this time twisting your torso to the other side. Continue alternating sides for the desired number of repetitions."
135,inverse leg curl (bench support),근력,1,20,hamstrings,https://v2.exercisedb.io/image/1l2inXm27mNRRD,upper legs,,"Lie face down on a bench with your hips at the edge and your legs extended straight behind you. Hold onto the bench for support. Keeping your upper body still, bend your knees and curl your legs towards your glutes. Pause for a moment at the top, then slowly extend your legs back to the starting position. Repeat for the desired number of repetitions."
136,inverse leg curl (on pull-up cable machine),근력,3,20,hamstrings,https://v2.exercisedb.io/image/6g7ublco2eD68i,upper legs,,"Adjust the cable machine so that the ankle straps are at the lowest setting. Lie face down on the bench with your legs extended and the ankle straps attached to your feet. Hold onto the handles of the bench for stability. Bend your knees and curl your legs towards your glutes, squeezing your hamstrings. Pause for a moment at the top of the movement, then slowly lower your legs back to the starting position. Repeat for the desired number of repetitions."
137,inverted row,근력,3,20,upper back,https://v2.exercisedb.io/image/Cut0WAoCT5KJeX,back,,"Set up a bar at waist height or use a suspension trainer. Stand facing the bar or suspension trainer, with your feet shoulder-width apart. Grab the bar or handles with an overhand grip, slightly wider than shoulder-width apart. Lean back, keeping your body straight and your heels on the ground. Pull your chest towards the bar or handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back to the starting position. Repeat for the desired number of repetitions."
138,inverted row bent knees,근력,3,20,upper back,https://v2.exercisedb.io/image/lDvYC7s5s4ARmf,back,,"Set up a bar at waist height and lie underneath it. Grab the bar with an overhand grip, slightly wider than shoulder-width apart. Position your body so that your heels are on the ground and your body is straight. Pull your chest up towards the bar by squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
139,inverted row on bench,근력,3,20,upper back,https://v2.exercisedb.io/image/NSeYYhjj67w2l7,back,,"Set up a bench at a height that allows your body to hang freely underneath it. Lie face up on the ground with your head towards the bench. Reach up and grab the bench with an overhand grip, slightly wider than shoulder-width apart. Position your body so that your heels are on the ground and your arms are fully extended. Engage your core and squeeze your shoulder blades together as you pull your chest up towards the bench. Pause for a moment at the top of the movement, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
140,inverted row v. 2,근력,3,20,upper back,https://v2.exercisedb.io/image/8AqUdWdS3AWR0e,back,,"Set up a bar at waist height on a Smith machine or use a suspension trainer. Stand facing the bar or suspension trainer and grab it with an overhand grip, hands shoulder-width apart. Walk your feet forward, leaning back until your body is at a slight angle. Keep your body straight and pull your chest up towards the bar or handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back down to the starting position. Repeat for the desired number of repetitions."
141,inverted row with straps,근력,3,20,upper back,https://v2.exercisedb.io/image/izAdM26-nIciQB,back,,"Set up a suspension trainer or straps at chest height. Stand facing the anchor point and grab the handles with an overhand grip. Walk your feet forward, leaning back until your body is at an angle. Keep your body straight and engage your core. Pull your chest towards the handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back to the starting position. Repeat for the desired number of repetitions."
142,iron cross stretch,스트레칭,1,20,glutes,https://v2.exercisedb.io/image/uuRmsglO1CfgpI,upper legs,,"Lie flat on your back with your arms extended out to the sides. Raise your legs up towards the ceiling, keeping them straight. Slowly lower your legs to one side, aiming to touch the floor with your feet. Hold the stretch for a few seconds, then return your legs to the starting position. Repeat the stretch on the other side. Continue alternating sides for the desired number of repetitions."
143,isometric chest squeeze,근력,1,20,pectorals,https://v2.exercisedb.io/image/dr75-qen-zL4Xk,chest,,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out in front of you, parallel to the ground, with your palms facing each other. Squeeze your chest muscles together as hard as you can, while keeping your arms straight. Hold this position for a few seconds, focusing on contracting your chest muscles. Release the squeeze and relax your chest muscles. Repeat for the desired number of repetitions."
144,isometric wipers,근력,1,20,pectorals,https://v2.exercisedb.io/image/tGfkYNl7OAOT3x,chest,,"Start by lying flat on your back on a mat or bench. Extend your arms straight out to the sides, perpendicular to your body. Engage your core and lift both legs off the ground, keeping them together and straight. Slowly lower your legs to one side, aiming to touch the ground with your feet while maintaining control. Pause for a moment, then use your core to lift your legs back to the starting position. Repeat the movement, this time lowering your legs to the opposite side. Continue alternating sides for the desired number of repetitions."
145,jack burpee,유산소,3,20,cardiovascular system,https://v2.exercisedb.io/image/J5APycuXtgmbUy,cardio,,"Start in a standing position with your feet shoulder-width apart. Lower your body into a squat position, placing your hands on the ground in front of you. Kick your feet back, landing in a push-up position. Perform a push-up, lowering your chest to the ground and then pushing back up. Jump your feet forward, landing in a squat position. Jump up explosively, reaching your arms overhead. Land softly and immediately lower back into the squat position to begin the next repetition."
